id	name	state	lat	lon	ele	nfiles	nonpublic	recentfile	display	col
4467	Schleswig (Dannewerkreis)	Schleswig-Holstein	54.4833	9.5333	35	3	3	FALSE	rdwd::metaInfo(id=4467)<br>name: Schleswig (Dannewerkreis)<br>state: Schleswig-Holstein<br>lat: 54.4833<br>lon:  9.5333<br>ele:   35<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4469	Schleusingen	Thueringen	50.5071	10.762	399	15	2	TRUE	rdwd::metaInfo(id=4469)<br>name: Schleusingen<br>state: Thueringen<br>lat: 50.5071<br>lon: 10.7620<br>ele:  399<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
4083	Schleusingen-Ratscher (Talsperre)	Thueringen	50.4935	10.7848	387	5	3	TRUE	rdwd::metaInfo(id=4083)<br>name: Schleusingen-Ratscher (Talsperre)<br>state: Thueringen<br>lat: 50.4935<br>lon: 10.7848<br>ele:  387<br>n public files:  5<br>nonpublic:  3<br>recentfile: TRUE	blue
4470	Schlieben	Brandenburg	51.7284	13.3822	75	3	3	FALSE	rdwd::metaInfo(id=4470)<br>name: Schlieben<br>state: Brandenburg<br>lat: 51.7284<br>lon: 13.3822<br>ele:   75<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4472	Schliersee	Bayern	47.7399	11.8578	792	4	4	FALSE	rdwd::metaInfo(id=4472)<br>name: Schliersee<br>state: Bayern<br>lat: 47.7399<br>lon: 11.8578<br>ele:  792<br>n public files:  4<br>nonpublic:  4<br>recentfile: FALSE	red
4471	Schliersee (A)	Bayern	47.7358	11.8505	780	1	27	FALSE	rdwd::metaInfo(id=4471)<br>name: Schliersee (A)<br>state: Bayern<br>lat: 47.7358<br>lon: 11.8505<br>ele:  780<br>n public files:  1<br>nonpublic: 27<br>recentfile: FALSE	red
4473	Schlitz	Hessen	50.6667	9.5667	230	3	3	FALSE	rdwd::metaInfo(id=4473)<br>name: Schlitz<br>state: Hessen<br>lat: 50.6667<br>lon:  9.5667<br>ele:  230<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4045	Schloeben-Zoettnitz	Thueringen	50.9	11.6833	262	3	3	FALSE	rdwd::metaInfo(id=4045)<br>name: Schloeben-Zoettnitz<br>state: Thueringen<br>lat: 50.9000<br>lon: 11.6833<br>ele:  262<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4474	Schlossboeckelheim	Rheinland-Pfalz	49.7961	7.7583	170	16	16	FALSE	rdwd::metaInfo(id=4474)<br>name: Schlossboeckelheim<br>state: Rheinland-Pfalz<br>lat: 49.7961<br>lon:  7.7583<br>ele:  170<br>n public files: 16<br>nonpublic: 16<br>recentfile: FALSE	red
4475	Schlossvippach	Thueringen	51.1048	11.1389	172	3	3	FALSE	rdwd::metaInfo(id=4475)<br>name: Schlossvippach<br>state: Thueringen<br>lat: 51.1048<br>lon: 11.1389<br>ele:  172<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4477	Schluchsee	Baden-Wuerttemberg	47.8208	8.186	993	1	33	FALSE	rdwd::metaInfo(id=4477)<br>name: Schluchsee<br>state: Baden-Wuerttemberg<br>lat: 47.8208<br>lon:  8.1860<br>ele:  993<br>n public files:  1<br>nonpublic: 33<br>recentfile: FALSE	red
4480	Schluechtern-Herolz	Hessen	50.3447	9.5534	230	46	11	TRUE	rdwd::metaInfo(id=4480)<br>name: Schluechtern-Herolz<br>state: Hessen<br>lat: 50.3447<br>lon:  9.5534<br>ele:  230<br>n public files: 46<br>nonpublic: 11<br>recentfile: TRUE	blue
4479	Schluechtern-Kloster Gomfritz	Hessen	50.3849	9.5358	375	16	16	FALSE	rdwd::metaInfo(id=4479)<br>name: Schluechtern-Kloster Gomfritz<br>state: Hessen<br>lat: 50.3849<br>lon:  9.5358<br>ele:  375<br>n public files: 16<br>nonpublic: 16<br>recentfile: FALSE	red
4481	Schluechtern-Ramholz	Hessen	50.3167	9.6167	340	3	3	FALSE	rdwd::metaInfo(id=4481)<br>name: Schluechtern-Ramholz<br>state: Hessen<br>lat: 50.3167<br>lon:  9.6167<br>ele:  340<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4482	Schluesselfeld-Hohn am Berg	Bayern	49.7842	10.5406	410	7	1	TRUE	rdwd::metaInfo(id=4482)<br>name: Schluesselfeld-Hohn am Berg<br>state: Bayern<br>lat: 49.7842<br>lon: 10.5406<br>ele:  410<br>n public files:  7<br>nonpublic:  1<br>recentfile: TRUE	blue
807	Schluesselfeld (Klaeranlage)	Bayern	49.745	10.6434	290	17	19	TRUE	rdwd::metaInfo(id=807)<br>name: Schluesselfeld (Klaeranlage)<br>state: Bayern<br>lat: 49.7450<br>lon: 10.6434<br>ele:  290<br>n public files: 17<br>nonpublic: 19<br>recentfile: TRUE	blue
4483	Schluft	Niedersachsen	51.7333	10.4667	560	3	3	FALSE	rdwd::metaInfo(id=4483)<br>name: Schluft<br>state: Niedersachsen<br>lat: 51.7333<br>lon: 10.4667<br>ele:  560<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4484	Schmalenbeck	Schleswig-Holstein	53.6615	10.2543	45	14	14	FALSE	rdwd::metaInfo(id=4484)<br>name: Schmalenbeck<br>state: Schleswig-Holstein<br>lat: 53.6615<br>lon: 10.2543<br>ele:   45<br>n public files: 14<br>nonpublic: 14<br>recentfile: FALSE	red
4485	Schmalkalden, Kurort	Thueringen	50.725	10.4539	296	32	22	TRUE	rdwd::metaInfo(id=4485)<br>name: Schmalkalden, Kurort<br>state: Thueringen<br>lat: 50.7250<br>lon: 10.4539<br>ele:  296<br>n public files: 32<br>nonpublic: 22<br>recentfile: TRUE	blue
4486	Schmallenberg-Boedefeld	Nordrhein-Westfalen	51.2493	8.3957	490	3	3	FALSE	rdwd::metaInfo(id=4486)<br>name: Schmallenberg-Boedefeld<br>state: Nordrhein-Westfalen<br>lat: 51.2493<br>lon:  8.3957<br>ele:  490<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4487	Schmallenberg-Fleckenberg	Nordrhein-Westfalen	51.1333	8.2667	364	4	4	FALSE	rdwd::metaInfo(id=4487)<br>name: Schmallenberg-Fleckenberg<br>state: Nordrhein-Westfalen<br>lat: 51.1333<br>lon:  8.2667<br>ele:  364<br>n public files:  4<br>nonpublic:  4<br>recentfile: FALSE	red
4488	Schmallenberg-Sellinghausen	Nordrhein-Westfalen	51.2127	8.2672	443	14	3	TRUE	rdwd::metaInfo(id=4488)<br>name: Schmallenberg-Sellinghausen<br>state: Nordrhein-Westfalen<br>lat: 51.2127<br>lon:  8.2672<br>ele:  443<br>n public files: 14<br>nonpublic:  3<br>recentfile: TRUE	blue
15003	Schmarsow	Mecklenburg-Vorpommern	53.8754	13.2101	20	15	2	TRUE	rdwd::metaInfo(id=15003)<br>name: Schmarsow<br>state: Mecklenburg-Vorpommern<br>lat: 53.8754<br>lon: 13.2101<br>ele:   20<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
4489	Schmatzfeld	Sachsen-Anhalt	51.8833	10.7667	198	9	9	FALSE	rdwd::metaInfo(id=4489)<br>name: Schmatzfeld<br>state: Sachsen-Anhalt<br>lat: 51.8833<br>lon: 10.7667<br>ele:  198<br>n public files:  9<br>nonpublic:  9<br>recentfile: FALSE	red
4490	Schmelz-Huettersdorf	Saarland	49.4149	6.836	223	27	14	TRUE	rdwd::metaInfo(id=4490)<br>name: Schmelz-Huettersdorf<br>state: Saarland<br>lat: 49.4149<br>lon:  6.8360<br>ele:  223<br>n public files: 27<br>nonpublic: 14<br>recentfile: TRUE	blue
4491	Schmelz-Limbach	Saarland	49.4758	6.9015	280	4	2	TRUE	rdwd::metaInfo(id=4491)<br>name: Schmelz-Limbach<br>state: Saarland<br>lat: 49.4758<br>lon:  6.9015<br>ele:  280<br>n public files:  4<br>nonpublic:  2<br>recentfile: TRUE	blue
4492	Schmergow	Brandenburg	52.4555	12.8131	37	3	3	FALSE	rdwd::metaInfo(id=4492)<br>name: Schmergow<br>state: Brandenburg<br>lat: 52.4555<br>lon: 12.8131<br>ele:   37<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4493	Schmidgaden	Bayern	49.4116	12.076	417	15	2	TRUE	rdwd::metaInfo(id=4493)<br>name: Schmidgaden<br>state: Bayern<br>lat: 49.4116<br>lon: 12.0760<br>ele:  417<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
4494	Schmidmuehlen	Bayern	49.2806	11.914	455	15	2	TRUE	rdwd::metaInfo(id=4494)<br>name: Schmidmuehlen<br>state: Bayern<br>lat: 49.2806<br>lon: 11.9140<br>ele:  455<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
4495	Schmiedeberg	Sachsen	50.8432	13.6652	460	3	3	FALSE	rdwd::metaInfo(id=4495)<br>name: Schmiedeberg<br>state: Sachsen<br>lat: 50.8432<br>lon: 13.6652<br>ele:  460<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4496	Schmiedeberg, Bad	Sachsen-Anhalt	51.6826	12.7348	95	3	3	FALSE	rdwd::metaInfo(id=4496)<br>name: Schmiedeberg, Bad<br>state: Sachsen-Anhalt<br>lat: 51.6826<br>lon: 12.7348<br>ele:   95<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4497	Schmiedefeld am Rennsteig	Thueringen	50.6105	10.809	720	3	3	FALSE	rdwd::metaInfo(id=4497)<br>name: Schmiedefeld am Rennsteig<br>state: Thueringen<br>lat: 50.6105<br>lon: 10.8090<br>ele:  720<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4498	Schmiedefeld, Krs.Saalfeld	Thueringen	50.5296	11.2253	655	3	3	FALSE	rdwd::metaInfo(id=4498)<br>name: Schmiedefeld, Krs.Saalfeld<br>state: Thueringen<br>lat: 50.5296<br>lon: 11.2253<br>ele:  655<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
3289	Schmieritz-Weltwitz	Thueringen	50.7281	11.7838	356	46	11	TRUE	rdwd::metaInfo(id=3289)<br>name: Schmieritz-Weltwitz<br>state: Thueringen<br>lat: 50.7281<br>lon: 11.7838<br>ele:  356<br>n public files: 46<br>nonpublic: 11<br>recentfile: TRUE	blue
4499	Schmitten-Treisberg	Hessen	50.3	8.4333	535	3	3	FALSE	rdwd::metaInfo(id=4499)<br>name: Schmitten-Treisberg<br>state: Hessen<br>lat: 50.3000<br>lon:  8.4333<br>ele:  535<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4500	Schmogrow	Brandenburg	51.85	14.1833	55	3	3	FALSE	rdwd::metaInfo(id=4500)<br>name: Schmogrow<br>state: Brandenburg<br>lat: 51.8500<br>lon: 14.1833<br>ele:   55<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4501	Schmuecke	Thueringen	50.6546	10.7693	937	77	4	TRUE	rdwd::metaInfo(id=4501)<br>name: Schmuecke<br>state: Thueringen<br>lat: 50.6546<br>lon: 10.7693<br>ele:  937<br>n public files: 77<br>nonpublic:  4<br>recentfile: TRUE	blue
15232	Schmuecke/Thuer.	Thueringen	50.6545	10.7696	937	4	0	TRUE	rdwd::metaInfo(id=15232)<br>name: Schmuecke/Thuer.<br>state: Thueringen<br>lat: 50.6545<br>lon: 10.7696<br>ele:  937<br>n public files:  4<br>nonpublic:  0<br>recentfile: TRUE	blue
4502	Schnackenburg-Kapern	Niedersachsen	53.0167	11.5333	18	3	3	FALSE	rdwd::metaInfo(id=4502)<br>name: Schnackenburg-Kapern<br>state: Niedersachsen<br>lat: 53.0167<br>lon: 11.5333<br>ele:   18<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4503	Schnaitsee	Bayern	48.0719	12.3696	610	3	3	FALSE	rdwd::metaInfo(id=4503)<br>name: Schnaitsee<br>state: Bayern<br>lat: 48.0719<br>lon: 12.3696<br>ele:  610<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4505	Schnarrtanne-Vogelsgruen	Sachsen	50.4988	12.4534	650	13	13	FALSE	rdwd::metaInfo(id=4505)<br>name: Schnarrtanne-Vogelsgruen<br>state: Sachsen<br>lat: 50.4988<br>lon: 12.4534<br>ele:  650<br>n public files: 13<br>nonpublic: 13<br>recentfile: FALSE	red
4506	Schneeberg	Sachsen	50.586	12.6387	450	3	3	FALSE	rdwd::metaInfo(id=4506)<br>name: Schneeberg<br>state: Sachsen<br>lat: 50.5860<br>lon: 12.6387<br>ele:  450<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
7325	Schneefernerhaus	Bayern	47.4167	10.9794	2650	0	40	FALSE	rdwd::metaInfo(id=7325)<br>name: Schneefernerhaus<br>state: Bayern<br>lat: 47.4167<br>lon: 10.9794<br>ele: 2650<br>n public files:  0<br>nonpublic: 40<br>recentfile: FALSE	red
4507	Schnega	Niedersachsen	52.8833	10.9	40	3	3	FALSE	rdwd::metaInfo(id=4507)<br>name: Schnega<br>state: Niedersachsen<br>lat: 52.8833<br>lon: 10.9000<br>ele:   40<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4508	Schneifelforsthaus	Rheinland-Pfalz	50.2968	6.4194	649	46	11	TRUE	rdwd::metaInfo(id=4508)<br>name: Schneifelforsthaus<br>state: Rheinland-Pfalz<br>lat: 50.2968<br>lon:  6.4194<br>ele:  649<br>n public files: 46<br>nonpublic: 11<br>recentfile: TRUE	blue
4509	Schneizlreuth-Ristfeucht	Bayern	47.6685	12.7707	523	4	2	TRUE	rdwd::metaInfo(id=4509)<br>name: Schneizlreuth-Ristfeucht<br>state: Bayern<br>lat: 47.6685<br>lon: 12.7707<br>ele:  523<br>n public files:  4<br>nonpublic:  2<br>recentfile: TRUE	blue
4510	Schneizlreuth-Unterjettenberg	Bayern	47.6783	12.8245	507	3	3	FALSE	rdwd::metaInfo(id=4510)<br>name: Schneizlreuth-Unterjettenberg<br>state: Bayern<br>lat: 47.6783<br>lon: 12.8245<br>ele:  507<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4511	Schneizlreuth-Weissbach	Bayern	47.7219	12.7716	630	3	3	FALSE	rdwd::metaInfo(id=4511)<br>name: Schneizlreuth-Weissbach<br>state: Bayern<br>lat: 47.7219<br>lon: 12.7716<br>ele:  630<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4512	Schnellbach	Thueringen	50.75	10.5	400	3	3	FALSE	rdwd::metaInfo(id=4512)<br>name: Schnellbach<br>state: Thueringen<br>lat: 50.7500<br>lon: 10.5000<br>ele:  400<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4513	Schnelldorf	Bayern	49.2	10.1833	470	3	3	FALSE	rdwd::metaInfo(id=4513)<br>name: Schnelldorf<br>state: Bayern<br>lat: 49.2000<br>lon: 10.1833<br>ele:  470<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4514	Schneverdingen	Niedersachsen	53.1529	9.8077	67	3	3	FALSE	rdwd::metaInfo(id=4514)<br>name: Schneverdingen<br>state: Niedersachsen<br>lat: 53.1529<br>lon:  9.8077<br>ele:   67<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2411	Schneverdingen-Osterwede	Niedersachsen	53.1328	9.7593	61	6	0	TRUE	rdwd::metaInfo(id=2411)<br>name: Schneverdingen-Osterwede<br>state: Niedersachsen<br>lat: 53.1328<br>lon:  9.7593<br>ele:   61<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
15842	Schneverdingen Alfred Toepfer Akademie	Niedersachsen	53.097	9.8502	81	0	4	FALSE	rdwd::metaInfo(id=15842)<br>name: Schneverdingen Alfred Toepfer Akademie<br>state: Niedersachsen<br>lat: 53.0970<br>lon:  9.8502<br>ele:   81<br>n public files:  0<br>nonpublic:  4<br>recentfile: FALSE	red
4515	Schoefweg	Bayern	48.8367	13.2305	755	6	0	TRUE	rdwd::metaInfo(id=4515)<br>name: Schoefweg<br>state: Bayern<br>lat: 48.8367<br>lon: 13.2305<br>ele:  755<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
4516	Schoellnach-Taiding	Bayern	48.7734	13.1807	417	6	0	TRUE	rdwd::metaInfo(id=4516)<br>name: Schoellnach-Taiding<br>state: Bayern<br>lat: 48.7734<br>lon: 13.1807<br>ele:  417<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
7235	Schoemberg-Stausee	Baden-Wuerttemberg	48.2109	8.7656	650	0	6	FALSE	rdwd::metaInfo(id=7235)<br>name: Schoemberg-Stausee<br>state: Baden-Wuerttemberg<br>lat: 48.2109<br>lon:  8.7656<br>ele:  650<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
4517	Schoemberg, Kr. Calw	Baden-Wuerttemberg	48.7859	8.6451	635	2	30	FALSE	rdwd::metaInfo(id=4517)<br>name: Schoemberg, Kr. Calw<br>state: Baden-Wuerttemberg<br>lat: 48.7859<br>lon:  8.6451<br>ele:  635<br>n public files:  2<br>nonpublic: 30<br>recentfile: FALSE	red
4518	Schoemberg, Kreis Freudenstadt	Baden-Wuerttemberg	48.4	8.4167	745	3	3	FALSE	rdwd::metaInfo(id=4518)<br>name: Schoemberg, Kreis Freudenstadt<br>state: Baden-Wuerttemberg<br>lat: 48.4000<br>lon:  8.4167<br>ele:  745<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4519	Schoena, Saechsische Schweiz	Sachsen	50.8816	14.2143	280	3	3	FALSE	rdwd::metaInfo(id=4519)<br>name: Schoena, Saechsische Schweiz<br>state: Sachsen<br>lat: 50.8816<br>lon: 14.2143<br>ele:  280<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4521	Schoenau/Niederbayern	Bayern	48.4833	12.8333	435	3	3	FALSE	rdwd::metaInfo(id=4521)<br>name: Schoenau/Niederbayern<br>state: Bayern<br>lat: 48.4833<br>lon: 12.8333<br>ele:  435<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4522	Schoenau/Oberbayern (Duerreck)	Bayern	47.6009	13.0253	1127	3	3	FALSE	rdwd::metaInfo(id=4522)<br>name: Schoenau/Oberbayern (Duerreck)<br>state: Bayern<br>lat: 47.6009<br>lon: 13.0253<br>ele: 1127<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4523	Schoenau/Schwarzwald	Baden-Wuerttemberg	47.7852	7.8938	535	3	3	FALSE	rdwd::metaInfo(id=4523)<br>name: Schoenau/Schwarzwald<br>state: Baden-Wuerttemberg<br>lat: 47.7852<br>lon:  7.8938<br>ele:  535<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4524	Schoenbeck	Mecklenburg-Vorpommern	53.5782	13.5724	53	6	0	TRUE	rdwd::metaInfo(id=4524)<br>name: Schoenbeck<br>state: Mecklenburg-Vorpommern<br>lat: 53.5782<br>lon: 13.5724<br>ele:   53<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
4525	Schoenberg	Mecklenburg-Vorpommern	53.8445	10.9322	10	3	3	FALSE	rdwd::metaInfo(id=4525)<br>name: Schoenberg<br>state: Mecklenburg-Vorpommern<br>lat: 53.8445<br>lon: 10.9322<br>ele:   10<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4527	Schoenberg-Pfaffroda	Sachsen	50.8677	12.5223	275	3	3	FALSE	rdwd::metaInfo(id=4527)<br>name: Schoenberg-Pfaffroda<br>state: Sachsen<br>lat: 50.8677<br>lon: 12.5223<br>ele:  275<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4526	Schoenberg in Holstein	Schleswig-Holstein	54.3984	10.3698	7	3	3	FALSE	rdwd::metaInfo(id=4526)<br>name: Schoenberg in Holstein<br>state: Schleswig-Holstein<br>lat: 54.3984<br>lon: 10.3698<br>ele:    7<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4528	Schoenberg/Niederbayern	Bayern	48.8397	13.34	549	6	0	TRUE	rdwd::metaInfo(id=4528)<br>name: Schoenberg/Niederbayern<br>state: Bayern<br>lat: 48.8397<br>lon: 13.3400<br>ele:  549<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
4531	Schoenbrunn-Oberneubrunn	Thueringen	50.5291	10.8959	480	3	3	FALSE	rdwd::metaInfo(id=4531)<br>name: Schoenbrunn-Oberneubrunn<br>state: Thueringen<br>lat: 50.5291<br>lon: 10.8959<br>ele:  480<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4530	Schoenbrunn (Talsperre)	Thueringen	50.5435	10.8798	555	4	4	FALSE	rdwd::metaInfo(id=4530)<br>name: Schoenbrunn (Talsperre)<br>state: Thueringen<br>lat: 50.5435<br>lon: 10.8798<br>ele:  555<br>n public files:  4<br>nonpublic:  4<br>recentfile: FALSE	red
4532	Schoenbrunn/Baden	Baden-Wuerttemberg	49.4103	8.9351	350	4	4	FALSE	rdwd::metaInfo(id=4532)<br>name: Schoenbrunn/Baden<br>state: Baden-Wuerttemberg<br>lat: 49.4103<br>lon:  8.9351<br>ele:  350<br>n public files:  4<br>nonpublic:  4<br>recentfile: FALSE	red
4529	Schoenbrunn/Sachsen	Sachsen	50.646	13.0637	400	3	3	FALSE	rdwd::metaInfo(id=4529)<br>name: Schoenbrunn/Sachsen<br>state: Sachsen<br>lat: 50.6460<br>lon: 13.0637<br>ele:  400<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4533	Schoenebeck	Brandenburg	53.0618	12.2367	78	3	3	FALSE	rdwd::metaInfo(id=4533)<br>name: Schoenebeck<br>state: Brandenburg<br>lat: 53.0618<br>lon: 12.2367<br>ele:   78<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4534	Schoenebeck/Elbe	Sachsen-Anhalt	51.9994	11.7618	52	3	3	FALSE	rdwd::metaInfo(id=4534)<br>name: Schoenebeck/Elbe<br>state: Sachsen-Anhalt<br>lat: 51.9994<br>lon: 11.7618<br>ele:   52<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4535	Schoeneck-Kottenheide	Sachsen	50.3794	12.3999	768	3	3	FALSE	rdwd::metaInfo(id=4535)<br>name: Schoeneck-Kottenheide<br>state: Sachsen<br>lat: 50.3794<br>lon: 12.3999<br>ele:  768<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4537	Schoeneiche bei Berlin	Brandenburg	52.4653	13.6863	40	4	2	TRUE	rdwd::metaInfo(id=4537)<br>name: Schoeneiche bei Berlin<br>state: Brandenburg<br>lat: 52.4653<br>lon: 13.6863<br>ele:   40<br>n public files:  4<br>nonpublic:  2<br>recentfile: TRUE	blue
15991	Schoenenberg-Kuebelberg	Rheinland-Pfalz	49.4108	7.3346	253	5	1	TRUE	rdwd::metaInfo(id=15991)<br>name: Schoenenberg-Kuebelberg<br>state: Rheinland-Pfalz<br>lat: 49.4108<br>lon:  7.3346<br>ele:  253<br>n public files:  5<br>nonpublic:  1<br>recentfile: TRUE	blue
4538	Schoenermark	Brandenburg	53.3313	13.7318	65	6	0	TRUE	rdwd::metaInfo(id=4538)<br>name: Schoenermark<br>state: Brandenburg<br>lat: 53.3313<br>lon: 13.7318<br>ele:   65<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
4539	Schoenewalde	Brandenburg	51.8134	13.2358	79	3	3	FALSE	rdwd::metaInfo(id=4539)<br>name: Schoenewalde<br>state: Brandenburg<br>lat: 51.8134<br>lon: 13.2358<br>ele:   79<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4540	Schoenewerda	Thueringen	51.3229	11.3658	119	3	3	FALSE	rdwd::metaInfo(id=4540)<br>name: Schoenewerda<br>state: Thueringen<br>lat: 51.3229<br>lon: 11.3658<br>ele:  119<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4541	Schoenfeld	Sachsen	51.2981	13.6963	135	3	3	FALSE	rdwd::metaInfo(id=4541)<br>name: Schoenfeld<br>state: Sachsen<br>lat: 51.2981<br>lon: 13.6963<br>ele:  135<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
5930	Schoenhagen (Ostseebad)	Schleswig-Holstein	54.641	10.0238	1	73	2	TRUE	rdwd::metaInfo(id=5930)<br>name: Schoenhagen (Ostseebad)<br>state: Schleswig-Holstein<br>lat: 54.6410<br>lon: 10.0238<br>ele:    1<br>n public files: 73<br>nonpublic:  2<br>recentfile: TRUE	blue
4542	Schoenhardt	Baden-Wuerttemberg	49.1167	9.55	470	3	3	FALSE	rdwd::metaInfo(id=4542)<br>name: Schoenhardt<br>state: Baden-Wuerttemberg<br>lat: 49.1167<br>lon:  9.5500<br>ele:  470<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2284	Schoenhausen (Elbe)	Sachsen-Anhalt	52.5812	12.0422	33	6	0	TRUE	rdwd::metaInfo(id=2284)<br>name: Schoenhausen (Elbe)<br>state: Sachsen-Anhalt<br>lat: 52.5812<br>lon: 12.0422<br>ele:   33<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
15941	Schoenheide	Sachsen	50.5	12.5167	650	3	3	FALSE	rdwd::metaInfo(id=15941)<br>name: Schoenheide<br>state: Sachsen<br>lat: 50.5000<br>lon: 12.5167<br>ele:  650<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4543	Schoeningen	Niedersachsen	52.1333	10.95	170	3	3	FALSE	rdwd::metaInfo(id=4543)<br>name: Schoeningen<br>state: Niedersachsen<br>lat: 52.1333<br>lon: 10.9500<br>ele:  170<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4544	Schoenmuenzach	Baden-Wuerttemberg	48.6	8.3667	480	3	3	FALSE	rdwd::metaInfo(id=4544)<br>name: Schoenmuenzach<br>state: Baden-Wuerttemberg<br>lat: 48.6000<br>lon:  8.3667<br>ele:  480<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4545	Schoenow	Brandenburg	52.6733	13.536	65	3	3	FALSE	rdwd::metaInfo(id=4545)<br>name: Schoenow<br>state: Brandenburg<br>lat: 52.6733<br>lon: 13.5360<br>ele:   65<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4546	Schoensee-Dietersdorf	Bayern	49.5273	12.5705	684	15	2	TRUE	rdwd::metaInfo(id=4546)<br>name: Schoensee-Dietersdorf<br>state: Bayern<br>lat: 49.5273<br>lon: 12.5705<br>ele:  684<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
4547	Schoental-Bieringen	Baden-Wuerttemberg	49.342	9.5381	230	3	3	FALSE	rdwd::metaInfo(id=4547)<br>name: Schoental-Bieringen<br>state: Baden-Wuerttemberg<br>lat: 49.3420<br>lon:  9.5381<br>ele:  230<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
13933	Schoental-Weigental	Baden-Wuerttemberg	49.3653	9.4481	347	6	0	TRUE	rdwd::metaInfo(id=13933)<br>name: Schoental-Weigental<br>state: Baden-Wuerttemberg<br>lat: 49.3653<br>lon:  9.4481<br>ele:  347<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
4549	Schoenwald/Schwarzwald	Baden-Wuerttemberg	48.1002	8.1969	1021	1	29	FALSE	rdwd::metaInfo(id=4549)<br>name: Schoenwald/Schwarzwald<br>state: Baden-Wuerttemberg<br>lat: 48.1002<br>lon:  8.1969<br>ele: 1021<br>n public files:  1<br>nonpublic: 29<br>recentfile: FALSE	red
