id	name	state	lat	long	ele	all_elev	nfiles_coord	nfiles_id	recentfile	display
5274	Waghaeusel (A)	Baden-Wuerttemberg	49.25	8.5	106	106(2)	2	2	FALSE	rdwd::metaInfo(id=5274)<br>name: Waghaeusel (A)<br>state: Baden-Wuerttemberg<br>lat: 49.2500<br>long:  8.5000<br>ele:  106.00<br>all_elev: 106(2)<br>nfiles_coord: 2<br>nfiles_id: 2<br>recentfile: FALSE
5276	Waging am See	Bayern	47.9237	12.7558	475	475(3)	3	6	TRUE	rdwd::metaInfo(id=5276)<br>name: Waging am See<br>state: Bayern<br>lat: 47.9237<br>long: 12.7558<br>ele:  475.00<br>all_elev: 475(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile:  TRUE
5276	Waging am See	Bayern	47.9235	12.7557	475	475(3)	3	6	FALSE	rdwd::metaInfo(id=5276)<br>name: Waging am See<br>state: Bayern<br>lat: 47.9235<br>long: 12.7557<br>ele:  475.00<br>all_elev: 475(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile: FALSE
2573	Waging am See-Schnoebling	Bayern	47.9588	12.7717	470	470(4)	2 (+2)	2 (+2)	TRUE	rdwd::metaInfo(id=2573)<br>name: Waging am See-Schnoebling<br>state: Bayern<br>lat: 47.9588<br>long: 12.7717<br>ele:  470.00<br>all_elev: 470(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile:  TRUE
5277	Wahlen	Hessen	50.8113	9.1275	349	349(6)	6	9 (+9)	FALSE	rdwd::metaInfo(id=5277)<br>name: Wahlen<br>state: Hessen<br>lat: 50.8113<br>long:  9.1275<br>ele:  349.00<br>all_elev: 349(6)<br>nfiles_coord: 6<br>nfiles_id: 9 (+9)<br>recentfile: FALSE
5277	Wahlen	Hessen	50.8119	9.128	349	349(11)	2 (+9)	9 (+9)	FALSE	rdwd::metaInfo(id=5277)<br>name: Wahlen<br>state: Hessen<br>lat: 50.8119<br>long:  9.1280<br>ele:  349.00<br>all_elev: 349(11)<br>nfiles_coord: 2 (+9)<br>nfiles_id: 9 (+9)<br>recentfile: FALSE
5277	Wahlen	Hessen	50.8125	9.1286	349	349(1)	1	9 (+9)	FALSE	rdwd::metaInfo(id=5277)<br>name: Wahlen<br>state: Hessen<br>lat: 50.8125<br>long:  9.1286<br>ele:  349.00<br>all_elev: 349(1)<br>nfiles_coord: 1<br>nfiles_id: 9 (+9)<br>recentfile: FALSE
5278	Wahlerscheid	Nordrhein-Westfalen	50.5	6.3333	628	628(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5278)<br>name: Wahlerscheid<br>state: Nordrhein-Westfalen<br>lat: 50.5000<br>long:  6.3333<br>ele:  628.00<br>all_elev: 628(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5279	Wahlsburg-Lippoldsberg	Hessen	51.6194	9.5749	176	176(9)	8 (+1)	17 (+1)	TRUE	rdwd::metaInfo(id=5279)<br>name: Wahlsburg-Lippoldsberg<br>state: Hessen<br>lat: 51.6194<br>long:  9.5749<br>ele:  176.00<br>all_elev: 176(9)<br>nfiles_coord: 8 (+1)<br>nfiles_id: 17 (+1)<br>recentfile:  TRUE
5279	Wahlsburg-Lippoldsberg	Hessen	51.6184	9.5761	176	176(8)	8	17 (+1)	TRUE	rdwd::metaInfo(id=5279)<br>name: Wahlsburg-Lippoldsberg<br>state: Hessen<br>lat: 51.6184<br>long:  9.5761<br>ele:  176.00<br>all_elev: 176(8)<br>nfiles_coord: 8<br>nfiles_id: 17 (+1)<br>recentfile:  TRUE
5279	Wahlsburg-Lippoldsberg	Hessen	51.6197	9.5772	176	176(1)	1	17 (+1)	FALSE	rdwd::metaInfo(id=5279)<br>name: Wahlsburg-Lippoldsberg<br>state: Hessen<br>lat: 51.6197<br>long:  9.5772<br>ele:  176.00<br>all_elev: 176(1)<br>nfiles_coord: 1<br>nfiles_id: 17 (+1)<br>recentfile: FALSE
5281	Wahns	Thueringen	50.6319	10.3055	350	350(1)	1	4	FALSE	rdwd::metaInfo(id=5281)<br>name: Wahns<br>state: Thueringen<br>lat: 50.6319<br>long: 10.3055<br>ele:  350.00<br>all_elev: 350(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
5281	Wahns	Thueringen	50.6309	10.3052	352	352(3)	3	4	TRUE	rdwd::metaInfo(id=5281)<br>name: Wahns<br>state: Thueringen<br>lat: 50.6309<br>long: 10.3052<br>ele:  352.00<br>all_elev: 352(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
5282	Wahnsdorf bei Dresden	Sachsen	51.1197	13.6744	246	246(17)	9 (+8)	9 (+8)	FALSE	rdwd::metaInfo(id=5282)<br>name: Wahnsdorf bei Dresden<br>state: Sachsen<br>lat: 51.1197<br>long: 13.6744<br>ele:  246.00<br>all_elev: 246(17)<br>nfiles_coord: 9 (+8)<br>nfiles_id: 9 (+8)<br>recentfile: FALSE
5283	Wahrenholz	Niedersachsen	52.6264	10.5895	63	63(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5283)<br>name: Wahrenholz<br>state: Niedersachsen<br>lat: 52.6264<br>long: 10.5895<br>ele:   63.00<br>all_elev: 63(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5284	Waiblingen	Baden-Wuerttemberg	48.8279	9.3228	224	224(9)	4 (+5)	4 (+5)	FALSE	rdwd::metaInfo(id=5284)<br>name: Waiblingen<br>state: Baden-Wuerttemberg<br>lat: 48.8279<br>long:  9.3228<br>ele:  224.00<br>all_elev: 224(9)<br>nfiles_coord: 4 (+5)<br>nfiles_id: 4 (+5)<br>recentfile: FALSE
13674	Waibstadt	Baden-Wuerttemberg	49.2953	8.9064	237	237(1)	1	24	FALSE	rdwd::metaInfo(id=13674)<br>name: Waibstadt<br>state: Baden-Wuerttemberg<br>lat: 49.2953<br>long:  8.9064<br>ele:  237.00<br>all_elev: 237(1)<br>nfiles_coord: 1<br>nfiles_id: 24<br>recentfile: FALSE
13674	Waibstadt	Baden-Wuerttemberg	49.2942	8.9054	236.95	236.6(3)_237(20)	23	24	TRUE	rdwd::metaInfo(id=13674)<br>name: Waibstadt<br>state: Baden-Wuerttemberg<br>lat: 49.2942<br>long:  8.9054<br>ele:  236.95<br>all_elev: 236.6(3)_237(20)<br>nfiles_coord: 23<br>nfiles_id: 24<br>recentfile:  TRUE
5285	Waidhaus-Pfrentsch	Bayern	49.618	12.4895	499	499(3)	3	6	TRUE	rdwd::metaInfo(id=5285)<br>name: Waidhaus-Pfrentsch<br>state: Bayern<br>lat: 49.6180<br>long: 12.4895<br>ele:  499.00<br>all_elev: 499(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile:  TRUE
5285	Waidhaus-Pfrentsch	Bayern	49.6181	12.4896	499	499(3)	3	6	FALSE	rdwd::metaInfo(id=5285)<br>name: Waidhaus-Pfrentsch<br>state: Bayern<br>lat: 49.6181<br>long: 12.4896<br>ele:  499.00<br>all_elev: 499(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile: FALSE
5487	Waigolshausen	Bayern	49.9658	10.1107	233	233(4)	4	4	TRUE	rdwd::metaInfo(id=5487)<br>name: Waigolshausen<br>state: Bayern<br>lat: 49.9658<br>long: 10.1107<br>ele:  233.00<br>all_elev: 233(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
5286	Waizenbach	Bayern	50.15	9.7833	280	280(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5286)<br>name: Waizenbach<br>state: Bayern<br>lat: 50.1500<br>long:  9.7833<br>ele:  280.00<br>all_elev: 280(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5287	Walbeck	Sachsen-Anhalt	52.2792	11.0683	130	130(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5287)<br>name: Walbeck<br>state: Sachsen-Anhalt<br>lat: 52.2792<br>long: 11.0683<br>ele:  130.00<br>all_elev: 130(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5288	Wald-Michelbach	Hessen	49.5703	8.8257	343	343(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5288)<br>name: Wald-Michelbach<br>state: Hessen<br>lat: 49.5703<br>long:  8.8257<br>ele:  343.00<br>all_elev: 343(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5290	Waldaschaff	Bayern	49.9758	9.2961	205	205(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5290)<br>name: Waldaschaff<br>state: Bayern<br>lat: 49.9758<br>long:  9.2961<br>ele:  205.00<br>all_elev: 205(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5291	Waldau-Jostal	Baden-Wuerttemberg	47.976	8.1558	1005	1005(9)	4 (+5)	4 (+5)	FALSE	rdwd::metaInfo(id=5291)<br>name: Waldau-Jostal<br>state: Baden-Wuerttemberg<br>lat: 47.9760<br>long:  8.1558<br>ele: 1005.00<br>all_elev: 1005(9)<br>nfiles_coord: 4 (+5)<br>nfiles_id: 4 (+5)<br>recentfile: FALSE
5292	Waldbroel	Nordrhein-Westfalen	50.8713	7.6153	295	295(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5292)<br>name: Waldbroel<br>state: Nordrhein-Westfalen<br>lat: 50.8713<br>long:  7.6153<br>ele:  295.00<br>all_elev: 295(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5294	Waldbrunn-Lahr	Hessen	50.5121	8.1326	280	280(5)	5	6	TRUE	rdwd::metaInfo(id=5294)<br>name: Waldbrunn-Lahr<br>state: Hessen<br>lat: 50.5121<br>long:  8.1326<br>ele:  280.00<br>all_elev: 280(5)<br>nfiles_coord: 5<br>nfiles_id: 6<br>recentfile:  TRUE
5294	Waldbrunn-Lahr	Hessen	50.5119	8.1335	280	280(1)	1	6	FALSE	rdwd::metaInfo(id=5294)<br>name: Waldbrunn-Lahr<br>state: Hessen<br>lat: 50.5119<br>long:  8.1335<br>ele:  280.00<br>all_elev: 280(1)<br>nfiles_coord: 1<br>nfiles_id: 6<br>recentfile: FALSE
5293	Waldbrunn-Oberdielbach	Baden-Wuerttemberg	49.4472	9.0559	490	490(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5293)<br>name: Waldbrunn-Oberdielbach<br>state: Baden-Wuerttemberg<br>lat: 49.4472<br>long:  9.0559<br>ele:  490.00<br>all_elev: 490(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5296	Waldeck	Hessen	51.207	9.0658	376	376(9)	4 (+5)	4 (+5)	FALSE	rdwd::metaInfo(id=5296)<br>name: Waldeck<br>state: Hessen<br>lat: 51.2070<br>long:  9.0658<br>ele:  376.00<br>all_elev: 376(9)<br>nfiles_coord: 4 (+5)<br>nfiles_id: 4 (+5)<br>recentfile: FALSE
5297	Waldeck-Alraft	Hessen	51.2428	8.9714	300	300(6)	6	6	TRUE	rdwd::metaInfo(id=5297)<br>name: Waldeck-Alraft<br>state: Hessen<br>lat: 51.2428<br>long:  8.9714<br>ele:  300.00<br>all_elev: 300(6)<br>nfiles_coord: 6<br>nfiles_id: 6<br>recentfile:  TRUE
5298	Waldeck-Freienhagen	Hessen	51.2667	9.0667	420	420(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5298)<br>name: Waldeck-Freienhagen<br>state: Hessen<br>lat: 51.2667<br>long:  9.0667<br>ele:  420.00<br>all_elev: 420(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5299	Waldeck-Niederwerbe	Hessen	51.2123	9.0131	260	260(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5299)<br>name: Waldeck-Niederwerbe<br>state: Hessen<br>lat: 51.2123<br>long:  9.0131<br>ele:  260.00<br>all_elev: 260(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5300	Waldems-Reinborn	Hessen	50.2596	8.3607	380	380(14)	12 (+2)	13 (+2)	TRUE	rdwd::metaInfo(id=5300)<br>name: Waldems-Reinborn<br>state: Hessen<br>lat: 50.2596<br>long:  8.3607<br>ele:  380.00<br>all_elev: 380(14)<br>nfiles_coord: 12 (+2)<br>nfiles_id: 13 (+2)<br>recentfile:  TRUE
5300	Waldems-Reinborn	Hessen	50.2599	8.3602	380	380(1)	1	13 (+2)	FALSE	rdwd::metaInfo(id=5300)<br>name: Waldems-Reinborn<br>state: Hessen<br>lat: 50.2599<br>long:  8.3602<br>ele:  380.00<br>all_elev: 380(1)<br>nfiles_coord: 1<br>nfiles_id: 13 (+2)<br>recentfile: FALSE
5301	Waldenburg	Sachsen	50.8667	12.5833	240	240(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5301)<br>name: Waldenburg<br>state: Sachsen<br>lat: 50.8667<br>long: 12.5833<br>ele:  240.00<br>all_elev: 240(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5302	Waldenburg-Obersteinbach	Baden-Wuerttemberg	49.1515	9.6183	476	476(4)	4	4	TRUE	rdwd::metaInfo(id=5302)<br>name: Waldenburg-Obersteinbach<br>state: Baden-Wuerttemberg<br>lat: 49.1515<br>long:  9.6183<br>ele:  476.00<br>all_elev: 476(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
5304	Waldershof-Hohenhard	Bayern	49.9317	12.066	690	690(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5304)<br>name: Waldershof-Hohenhard<br>state: Bayern<br>lat: 49.9317<br>long: 12.0660<br>ele:  690.00<br>all_elev: 690(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5303	Waldershof-Schafbruck	Bayern	49.936	12.0935	723	723(5)	5	6	TRUE	rdwd::metaInfo(id=5303)<br>name: Waldershof-Schafbruck<br>state: Bayern<br>lat: 49.9360<br>long: 12.0935<br>ele:  723.00<br>all_elev: 723(5)<br>nfiles_coord: 5<br>nfiles_id: 6<br>recentfile:  TRUE
5303	Waldershof-Schafbruck	Bayern	49.9361	12.0941	723	723(1)	1	6	FALSE	rdwd::metaInfo(id=5303)<br>name: Waldershof-Schafbruck<br>state: Bayern<br>lat: 49.9361<br>long: 12.0941<br>ele:  723.00<br>all_elev: 723(1)<br>nfiles_coord: 1<br>nfiles_id: 6<br>recentfile: FALSE
5305	Waldfeucht-Haaren	Nordrhein-Westfalen	51.0831	6.02	41	41(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5305)<br>name: Waldfeucht-Haaren<br>state: Nordrhein-Westfalen<br>lat: 51.0831<br>long:  6.0200<br>ele:   41.00<br>all_elev: 41(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5306	Waldhaeuser (National Park)	Bayern	48.9293	13.4641	940	940(13)	6 (+7)	6 (+7)	FALSE	rdwd::metaInfo(id=5306)<br>name: Waldhaeuser (National Park)<br>state: Bayern<br>lat: 48.9293<br>long: 13.4641<br>ele:  940.00<br>all_elev: 940(13)<br>nfiles_coord: 6 (+7)<br>nfiles_id: 6 (+7)<br>recentfile: FALSE
956	Waldhufen-Diehsa	Sachsen	51.2386	14.7427	198	198(2)	2	4	TRUE	rdwd::metaInfo(id=956)<br>name: Waldhufen-Diehsa<br>state: Sachsen<br>lat: 51.2386<br>long: 14.7427<br>ele:  198.00<br>all_elev: 198(2)<br>nfiles_coord: 2<br>nfiles_id: 4<br>recentfile:  TRUE
956	Waldhufen-Diehsa	Sachsen	51.2394	14.7439	198	198(2)	2	4	FALSE	rdwd::metaInfo(id=956)<br>name: Waldhufen-Diehsa<br>state: Sachsen<br>lat: 51.2394<br>long: 14.7439<br>ele:  198.00<br>all_elev: 198(2)<br>nfiles_coord: 2<br>nfiles_id: 4<br>recentfile: FALSE
5310	Waldkappel-Rodebach	Hessen	51.1833	9.8667	316	316(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5310)<br>name: Waldkappel-Rodebach<br>state: Hessen<br>lat: 51.1833<br>long:  9.8667<br>ele:  316.00<br>all_elev: 316(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5309	Waldkappel-Schemmern	Hessen	51.1137	9.8157	317	317(4)	4	4	TRUE	rdwd::metaInfo(id=5309)<br>name: Waldkappel-Schemmern<br>state: Hessen<br>lat: 51.1137<br>long:  9.8157<br>ele:  317.00<br>all_elev: 317(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
5311	Waldkirchen	Bayern	48.7237	13.6058	617	617(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5311)<br>name: Waldkirchen<br>state: Bayern<br>lat: 48.7237<br>long: 13.6058<br>ele:  617.00<br>all_elev: 617(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5312	Waldkirchen-Oberfrauenwald	Bayern	48.6865	13.6491	855	855(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5312)<br>name: Waldkirchen-Oberfrauenwald<br>state: Bayern<br>lat: 48.6865<br>long: 13.6491<br>ele:  855.00<br>all_elev: 855(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
15180	Waldkirchen-Richardsreut	Bayern	48.7473	13.6141	503	503(1)	1	4	FALSE	rdwd::metaInfo(id=15180)<br>name: Waldkirchen-Richardsreut<br>state: Bayern<br>lat: 48.7473<br>long: 13.6141<br>ele:  503.00<br>all_elev: 503(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
15180	Waldkirchen-Richardsreut	Bayern	48.7474	13.6145	503	503(3)	3	4	TRUE	rdwd::metaInfo(id=15180)<br>name: Waldkirchen-Richardsreut<br>state: Bayern<br>lat: 48.7474<br>long: 13.6145<br>ele:  503.00<br>all_elev: 503(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
5313	Waldlaubersheim	Rheinland-Pfalz	49.9261	7.8294	215	215(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5313)<br>name: Waldlaubersheim<br>state: Rheinland-Pfalz<br>lat: 49.9261<br>long:  7.8294<br>ele:  215.00<br>all_elev: 215(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5314	Waldleiningen	Rheinland-Pfalz	49.3997	7.8855	302	302(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5314)<br>name: Waldleiningen<br>state: Rheinland-Pfalz<br>lat: 49.3997<br>long:  7.8855<br>ele:  302.00<br>all_elev: 302(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5315	Waldmannshofen	Baden-Wuerttemberg	49.5333	10.0667	322	322(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5315)<br>name: Waldmannshofen<br>state: Baden-Wuerttemberg<br>lat: 49.5333<br>long: 10.0667<br>ele:  322.00<br>all_elev: 322(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
7370	Waldmuenchen	Bayern	49.3922	12.6853	499	499(1)	1	24	FALSE	rdwd::metaInfo(id=7370)<br>name: Waldmuenchen<br>state: Bayern<br>lat: 49.3922<br>long: 12.6853<br>ele:  499.00<br>all_elev: 499(1)<br>nfiles_coord: 1<br>nfiles_id: 24<br>recentfile: FALSE
7370	Waldmuenchen	Bayern	49.3909	12.6838	498.97	498.8(3)_499(20)	23	24	TRUE	rdwd::metaInfo(id=7370)<br>name: Waldmuenchen<br>state: Bayern<br>lat: 49.3909<br>long: 12.6838<br>ele:  498.97<br>all_elev: 498.8(3)_499(20)<br>nfiles_coord: 23<br>nfiles_id: 24<br>recentfile:  TRUE
5316	Waldmuenchen (Schiessangerstrasse)	Bayern	49.3761	12.7081	510	510(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5316)<br>name: Waldmuenchen (Schiessangerstrasse)<br>state: Bayern<br>lat: 49.3761<br>long: 12.7081<br>ele:  510.00<br>all_elev: 510(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5317	Waldsassen	Bayern	50.0097	12.2979	509	509(9)	7 (+2)	7 (+2)	TRUE	rdwd::metaInfo(id=5317)<br>name: Waldsassen<br>state: Bayern<br>lat: 50.0097<br>long: 12.2979<br>ele:  509.00<br>all_elev: 509(9)<br>nfiles_coord: 7 (+2)<br>nfiles_id: 7 (+2)<br>recentfile:  TRUE
5318	Waldsee, Bad-Dinnenried	Baden-Wuerttemberg	47.881	9.7328	597	597(4)	4	4	TRUE	rdwd::metaInfo(id=5318)<br>name: Waldsee, Bad-Dinnenried<br>state: Baden-Wuerttemberg<br>lat: 47.8810<br>long:  9.7328<br>ele:  597.00<br>all_elev: 597(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
5319	Waldsee, Bad-Reute	Baden-Wuerttemberg	47.9167	9.7076	576	576(4)	2 (+2)	2 (+2)	TRUE	rdwd::metaInfo(id=5319)<br>name: Waldsee, Bad-Reute<br>state: Baden-Wuerttemberg<br>lat: 47.9167<br>long:  9.7076<br>ele:  576.00<br>all_elev: 576(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile:  TRUE
5320	Waldshut	Baden-Wuerttemberg	47.6172	8.2388	330	330(9)	4 (+5)	4 (+5)	FALSE	rdwd::metaInfo(id=5320)<br>name: Waldshut<br>state: Baden-Wuerttemberg<br>lat: 47.6172<br>long:  8.2388<br>ele:  330.00<br>all_elev: 330(9)<br>nfiles_coord: 4 (+5)<br>nfiles_id: 4 (+5)<br>recentfile: FALSE
5321	Waldsolms-Brandoberndorf	Hessen	50.4333	8.5	260	260(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5321)<br>name: Waldsolms-Brandoberndorf<br>state: Hessen<br>lat: 50.4333<br>long:  8.5000<br>ele:  260.00<br>all_elev: 260(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5322	Waldstein	Bayern	50.1333	11.85	860	860(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5322)<br>name: Waldstein<br>state: Bayern<br>lat: 50.1333<br>long: 11.8500<br>ele:  860.00<br>all_elev: 860(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5323	Waldstetten-Wissgoldingen	Baden-Wuerttemberg	48.7337	9.8125	542	542(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5323)<br>name: Waldstetten-Wissgoldingen<br>state: Baden-Wuerttemberg<br>lat: 48.7337<br>long:  9.8125<br>ele:  542.00<br>all_elev: 542(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5324	Waldthurn	Bayern	49.6695	12.3324	569	569(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5324)<br>name: Waldthurn<br>state: Bayern<br>lat: 49.6695<br>long: 12.3324<br>ele:  569.00<br>all_elev: 569(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5325	Waldzimmern	Baden-Wuerttemberg	49.2667	9.6333	358	358(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5325)<br>name: Waldzimmern<br>state: Baden-Wuerttemberg<br>lat: 49.2667<br>long:  9.6333<br>ele:  358.00<br>all_elev: 358(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5326	Walkendorf	Mecklenburg-Vorpommern	53.9701	12.5387	35	35(4)	4	4	TRUE	rdwd::metaInfo(id=5326)<br>name: Walkendorf<br>state: Mecklenburg-Vorpommern<br>lat: 53.9701<br>long: 12.5387<br>ele:   35.00<br>all_elev: 35(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
5327	Wallduern	Baden-Wuerttemberg	49.5789	9.3975	404	404(4)	2 (+2)	2 (+2)	TRUE	rdwd::metaInfo(id=5327)<br>name: Wallduern<br>state: Baden-Wuerttemberg<br>lat: 49.5789<br>long:  9.3975<br>ele:  404.00<br>all_elev: 404(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile:  TRUE
5328	Wallduern-Altheim	Baden-Wuerttemberg	49.5192	9.447	330	330(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5328)<br>name: Wallduern-Altheim<br>state: Baden-Wuerttemberg<br>lat: 49.5192<br>long:  9.4470<br>ele:  330.00<br>all_elev: 330(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5329	Wallduern-Reinhardsachsen	Baden-Wuerttemberg	49.6414	9.3422	311	311(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5329)<br>name: Wallduern-Reinhardsachsen<br>state: Baden-Wuerttemberg<br>lat: 49.6414<br>long:  9.3422<br>ele:  311.00<br>all_elev: 311(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5330	Wallenfels-Schnaid (Mittlere )	Bayern	50.2907	11.5486	555	555(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5330)<br>name: Wallenfels-Schnaid (Mittlere )<br>state: Bayern<br>lat: 50.2907<br>long: 11.5486<br>ele:  555.00<br>all_elev: 555(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5331	Wallerfing-Neusling	Bayern	48.6926	12.877	342	342(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5331)<br>name: Wallerfing-Neusling<br>state: Bayern<br>lat: 48.6926<br>long: 12.8770<br>ele:  342.00<br>all_elev: 342(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3723	Wallersdorf	Bayern	48.7437	12.7517	334	334(4)	4	4	TRUE	rdwd::metaInfo(id=3723)<br>name: Wallersdorf<br>state: Bayern<br>lat: 48.7437<br>long: 12.7517<br>ele:  334.00<br>all_elev: 334(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
5332	Wallgau-Obernach	Bayern	47.5541	11.2923	824	824(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5332)<br>name: Wallgau-Obernach<br>state: Bayern<br>lat: 47.5541<br>long: 11.2923<br>ele:  824.00<br>all_elev: 824(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
7499	Wallmenroth	Rheinland-Pfalz	50.7885	7.828	172	172(1)	1	6	FALSE	rdwd::metaInfo(id=7499)<br>name: Wallmenroth<br>state: Rheinland-Pfalz<br>lat: 50.7885<br>long:  7.8280<br>ele:  172.00<br>all_elev: 172(1)<br>nfiles_coord: 1<br>nfiles_id: 6<br>recentfile: FALSE
